row_index,PSMILES,normalized_PSMILES_for_current_gate,Exp_Tg_K,source,polymer_class,reliability,current_pmsbp_density,representation_class,support_status,support_error
191,[*]C(=O)N(C(=O)c1ccc([*])cc1Sc1ccccc1)c1ccccc1,*C(=O)N(C(=O)c1ccc(*)cc1Sc1ccccc1)c1ccccc1,425.15,GREA,Polyimides,black,,,unsupported,ValueError
192,[*]C(=O)N(C(=O)c1cccc([*])c1)c1ccccc1,*C(=O)N(C(=O)c1cccc(*)c1)c1ccccc1,421.15,GREA,Polyimides,black,,,unsupported,ValueError
193,[*]C(=O)N1CCN(C(=O)c2cccc([*])c2)CC1,*C(=O)N1CCN(C(=O)c2cccc(*)c2)CC1,487.65,GREA,Polyamides,black,,,unsupported,ValueError
194,[*]C(=O)N1CCN(C(=O)c2ccccc2-c2ccccc2[*])CC1,*C(=O)N1CCN(C(=O)c2ccccc2-c2ccccc2*)CC1,466.15,GREA,Polyamides,black,,,unsupported,ValueError
195,[*]C(=O)NC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,*C(=O)NC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)NC(=O)c3cc(*)cc(C(C)(C)C)c3)cc2)cc1,396.65,GREA,Polyimides,black,,,unsupported,ValueError
196,[*]C(=O)NC(=O)Oc1ccc(Oc2ccc(OC(=O)NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,*C(=O)NC(=O)Oc1ccc(Oc2ccc(OC(=O)NC(=O)c3cc(*)cc(C(C)(C)C)c3)cc2)cc1,387.65,GREA,Polyimides,black,,,unsupported,ValueError
197,[*]C(=O)NC1CC(C)(C)CC(C)(CNC(=O)c2cc([*])cc(NC(=O)C(C(C)CC)N3C(=O)c4ccccc4C3=O)c2)C1,*C(=O)NC1CC(C)(C)CC(C)(CNC(=O)c2cc(*)cc(NC(=O)C(C(C)CC)N3C(=O)c4ccccc4C3=O)c2)C1,401.15,GREA,Polyamides,black,,,unsupported,ValueError
198,[*]C(=O)NCC(C)(C)CNC(=O)c1c([*])ncn1C,*C(=O)NCC(C)(C)CNC(=O)c1c(*)ncn1C,425.15,GREA,Polyamides,black,,,unsupported,ValueError
199,[*]C(=O)NCC1CCC(CNC(=O)c2cc([*])cc(C(C)(C)C)c2)CC1,*C(=O)NCC1CCC(CNC(=O)c2cc(*)cc(C(C)(C)C)c2)CC1,509.15,GREA,Polyamides,black,,,unsupported,ValueError
292,[*]C(=O)OCC(COc1ccc(/N=N/c2ccc(C#N)cc2)cc1)OC(=O)c1cc(C)ccc1[*],*C(=O)OCC(COc1ccc(/N=N/c2ccc(C#N)cc2)cc1)OC(=O)c1cc(C)ccc1*,397.15,GREA,Polyesters,black,-0.9696969696969697,*CCCCCCCCOCOCCCCNCCCCCNNCCCCOCCCOO*,supported,
776,[*]C1C(=O)N(C(C)(C)C)C(=O)C1[*],*C1C(=O)N(C(C)(C)C)C(=O)C1*,468.15,GREA,Polyimides,black,-0.9090909090909091,*CCCCCNOCCCO*,supported,
777,[*]C1C(=O)N(C(C)CC)C(=O)C1[*],*C1C(=O)N(C(C)CC)C(=O)C1*,478.15,GREA,Polyimides,black,-0.9090909090909091,*CCCCCNOCCCO*,supported,
778,[*]C1C(=O)N(C2CCCCC2)C(=O)C1[*],*C1C(=O)N(C2CCCCC2)C(=O)C1*,505.15,GREA,Polyimides,black,-0.9230769230769231,*CCCCCCCNOCCCO*,supported,
779,[*]C1C(=O)N(CCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1[*],*C1C(=O)N(CCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,316.15,GREA,Polyimides,black,-0.9666666666666667,*CCCCCCCCCNCCCCCOCCCONCCCCCCCCO*,supported,
780,[*]C1C(=O)N(CCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1[*],*C1C(=O)N(CCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,334.15,GREA,Polyimides,black,-0.9655172413793104,*CCCCCCCCCNCCCCCOCCCONCCCCCCCO*,supported,
781,[*]C1C(=O)N(CCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1[*],*C1C(=O)N(CCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,349.15,GREA,Polyimides,black,-0.9642857142857143,*CCCCCCCCCNCCCCCOCCCONCCCCCCO*,supported,
782,[*]C1C(=O)N(CCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1[*],*C1C(=O)N(CCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,348.15,GREA,Polyimides,black,-0.9629629629629629,*CCCCCCCCCNCCCCCOCCCONCCCCCO*,supported,
783,[*]C1C(=O)N(CCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1[*],*C1C(=O)N(CCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,388.15,GREA,Polyimides,black,-0.9615384615384616,*CCCCCCCCCNCCCCCOCCCONCCCCO*,supported,
784,[*]C1C(=O)N(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1[*],*C1C(=O)N(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,403.15,GREA,Polyimides,black,-0.96,*CCCCCCCCCNCCCCCOCCCONCCCO*,supported,
785,[*]C1C(=O)N(CCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1[*],*C1C(=O)N(CCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,423.15,GREA,Polyimides,black,-0.9583333333333334,*CCCCCCCCCNCCCCCOCCCONCCO*,supported,
786,[*]C1C(=O)N(c2c(CC)cccc2CC)C(=O)C1[*],*C1C(=O)N(c2c(CC)cccc2CC)C(=O)C1*,561.15,GREA,Polyimides,black,-0.9411764705882353,*CCCCCCCCCCCNOCCCO*,supported,
787,[*]C1C(=O)N(c2cc(Br)c(O[Si](C)(C)C(C)(C)C)c(Br)c2)C(=O)C1[*],*C1C(=O)N(c2cc(Br)c(O[Si](C)(C)C(C)(C)C)c(Br)c2)C(=O)C1*,437.15,GREA,Polyimides,black,-0.9565217391304348,*BrCCCCCCCSiOCBrCCCNOCCCOCC*,supported,
788,[*]C1C(=O)N(c2cc(Br)c(O[Si](C)(C)C)c(Br)c2)C(=O)C1[*],*C1C(=O)N(c2cc(Br)c(O[Si](C)(C)C)c(Br)c2)C(=O)C1*,440.15,GREA,Polyimides,black,-0.95,*BrCCCCSiOCBrCCCNOCCCOCC*,supported,
789,[*]C1C(=O)N(c2cc(Br)c(O[Si](CC)(CC)CC)c(Br)c2)C(=O)C1[*],*C1C(=O)N(c2cc(Br)c(O[Si](CC)(CC)CC)c(Br)c2)C(=O)C1*,433.15,GREA,Polyimides,black,-0.9565217391304348,*BrCCCCCCCSiOCBrCCCNOCCCOCC*,supported,
790,[*]C1C(=O)N(c2cc(Br)c(O[Si](c3ccccc3)(c3ccccc3)c3ccccc3)c(Br)c2)C(=O)C1[*],*C1C(=O)N(c2cc(Br)c(O[Si](c3ccccc3)(c3ccccc3)c3ccccc3)c(Br)c2)C(=O)C1*,452.15,GREA,Polyimides,black,-0.9714285714285714,*BrCCCCCCCCCCCCCCCCCCCSiOCBrCCCNOCCCOCC*,supported,
791,[*]C1C(=O)N(c2ccc(O[Si](C)(C)C(C)(C)C)cc2)C(=O)C1[*],*C1C(=O)N(c2ccc(O[Si](C)(C)C(C)(C)C)cc2)C(=O)C1*,442.15,GREA,Polyimides,black,-0.9523809523809523,*CCCCCCCCCOCCCONCCCCOSi*,supported,
792,[*]C1C(=O)N(c2ccc(O[Si](C)(C)C)cc2)C(=O)C1[*],*C1C(=O)N(c2ccc(O[Si](C)(C)C)cc2)C(=O)C1*,445.15,GREA,Polyimides,black,-0.9444444444444444,*CCCCCCOCCCONCCCCOSi*,supported,
793,[*]C1C(=O)N(c2ccc(O[Si](CC)(CC)CC)cc2)C(=O)C1[*],*C1C(=O)N(c2ccc(O[Si](CC)(CC)CC)cc2)C(=O)C1*,438.15,GREA,Polyimides,black,-0.9523809523809523,*CCCCCCCCCOCCCONCCCCOSi*,supported,
794,[*]C1C(=O)N(c2ccc(O[Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)C(=O)C1[*],*C1C(=O)N(c2ccc(O[Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)C(=O)C1*,456.15,GREA,Polyimides,black,-0.9696969696969697,*CCCCCCCCCCCCCCCCCCCCCOCCCONCCCCOSi*,supported,
795,[*]C1C(=O)N(c2ccccc2C(=O)OC)C(=O)C1[*],*C1C(=O)N(c2ccccc2C(=O)OC)C(=O)C1*,532.15,GREA,Polyimides,black,-0.9411764705882353,*CCCCCCCNOCCCOCCOO*,supported,
796,[*]C1C(=O)N(c2ccccc2C(=O)OCC)C(=O)C1[*],*C1C(=O)N(c2ccccc2C(=O)OCC)C(=O)C1*,503.15,GREA,Polyimides,black,-0.9444444444444444,*CCCCCCCNOCCCOCCCOO*,supported,
797,[*]C1C(=O)N(c2ccccc2C(=O)OCCCC)C(=O)C1[*],*C1C(=O)N(c2ccccc2C(=O)OCCCC)C(=O)C1*,454.15,GREA,Polyimides,black,-0.95,*CCCCCCCNOCCCOCCCCCOO*,supported,
798,[*]C1C(=O)N(c2ccccc2C)C(=O)C1[*],*C1C(=O)N(c2ccccc2C)C(=O)C1*,608.15,GREA,Polyimides,black,-0.9285714285714286,*CCCCCCCCNOCCCO*,supported,
799,[*]C1C(=O)OC(=O)C1C1C2CC(C(=O)OC(C)CC)C(C2)C1[*],*C1C(=O)OC(=O)C1C1C2CC(C(=O)OC(C)CC)C(C2)C1*,448.15,GREA,Polyanhydrides,black,-0.9523809523809523,*CCCCCCCCCOOCCCCCCOCOO*,supported,
800,[*]C1C(=O)OC(=O)C1C1C2CC(C(=O)OC3CCCCC3)C(C2)C1[*],*C1C(=O)OC(=O)C1C1C2CC(C(=O)OC3CCCCC3)C(C2)C1*,468.15,GREA,Polyanhydrides,black,-0.9565217391304348,*CCCCCCCCCCCOOCCCCCCOCOO*,supported,
801,[*]C1C(=O)OC(=O)C1C1C2CC(C(=O)OCCOCC)C(C2)C1[*],*C1C(=O)OC(=O)C1C1C2CC(C(=O)OCCOCC)C(C2)C1*,428.15,GREA,Polyanhydrides,black,-0.9545454545454546,*CCCCCCCOCCOOCCCCCCOCOO*,supported,
802,[*]C1C(=O)OC(=O)C1C1C2CC(COCCC)C(C2)C1[*],*C1C(=O)OC(=O)C1C1C2CC(COCCC)C(C2)C1*,482.15,GREA,Polyanhydrides,black,-0.9473684210526315,*CCCCCCCCOCCCCCCOCOO*,supported,
812,[*]C1C2C/C(=C\C)C(C2)C1[*],*C1C2C/C(=C\C)C(C2)C1*,334.55,GREA,Polydienes,black,-0.5,*CC*,supported,
813,[*]C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)C(C2)C1[*],*C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)C(C2)C1*,578.15,GREA,Polyacrylics,black,-0.96875,*CCCCCCCCCCCCCCCCCCCCCCCNCCCCCCOO*,supported,
814,[*]C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)C(C2)C1[*],*C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)C(C2)C1*,606.15,GREA,Polyacrylics,black,-0.9714285714285714,*CCCCCCCCCCCCCCCCCCCCCCCCCCNCCCCCCOO*,supported,
815,[*]C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4ccccc4)cc3)C(C2)C1[*],*C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4ccccc4)cc3)C(C2)C1*,580.15,GREA,Polyacrylics,black,-0.967741935483871,*CCCCCCCCCCCCCCCCCCCCCCNCCCCCCOO*,supported,
816,[*]C1C2CC(C)C(C2)C1[*],*C1C2CC(C)C(C2)C1*,623.15,GREA,Polyolefins,black,-0.5,*CC*,supported,
818,[*]C1C2CC(CCCCCCCCC(=O)OCC)C(C2)C1[*],*C1C2CC(CCCCCCCCC(=O)OCC)C(C2)C1*,407.15,GREA,Polyvinyls,black,-0.95,*CCCCCCCCCCCCCCCCCCOO*,supported,
819,[*]C1C2CC(CCCCc3ccccc3)C(C2)C1[*],*C1C2CC(CCCCc3ccccc3)C(C2)C1*,421.15,GREA,Polyvinyls,black,-0.5,*CC*,supported,
821,[*]C1C2CCC(C2)C1[*],*C1C2CCC(C2)C1*,513.15,GREA,Polyolefins,black,-0.5,*CC*,supported,
844,[*]C1CCOC1[*],*C1CCOC1*,404.15,GREA,Polyoxides,black,-0.8,*CCCCO*,supported,
845,[*]C1Cc2ccccc2C1[*],*C1Cc2ccccc2C1*,461.65,GREA,Polydienes,black,-0.5,*CC*,supported,
847,[*]C1OCCCC1C1C(=O)OC(=O)C1[*],*C1OCCCC1C1C(=O)OC(=O)C1*,483.15,GREA,Polyoxides,black,-0.9230769230769231,*CCCCCCOCCOCOO*,supported,
849,[*]C1Oc2ccccc2C1[*],*C1Oc2ccccc2C1*,338.35,GREA,Polyoxides,black,-0.8888888888888888,*CCCCCCCCO*,supported,
850,[*]C1c2cccc3cccc(c23)C1[*],*C1c2cccc3cccc(c23)C1*,523.15,GREA,Polydienes,black,-0.5,*CC*,supported,
1077,[*]CC(=O)O[*],*CC(=O)O*,318.15,GREA,Polyesters,black,-0.75,*CCOO*,supported,
1084,[*]CC(C)(C)C1C(=O)N(C(C)C)C(=O)C1[*],*CC(C)(C)C1C(=O)N(C(C)C)C(=O)C1*,418.15,GREA,Polyimides,black,-0.9285714285714286,*CCCCCCCOCCCCNO*,supported,
1085,[*]CC(C)(C)C1C(=O)N(C)C(=O)C1[*],*CC(C)(C)C1C(=O)N(C)C(=O)C1*,429.65,GREA,Polyimides,black,-0.9166666666666666,*CCCCCCCOCCNO*,supported,
1086,[*]CC(C)(C)C1C(=O)N(CCCC)C(=O)C1[*],*CC(C)(C)C1C(=O)N(CCCC)C(=O)C1*,353.15,GREA,Polyimides,black,-0.9333333333333333,*CCCCCCCOCCCCCNO*,supported,
1087,[*]CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1[*],*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,510.15,GREA,Polyimides,black,-0.9473684210526315,*CCCCCCCCCNOCCCCCCCO*,supported,
1088,[*]CC(C)(C)C1C(=O)N(c2c(CC)cccc2CC)C(=O)C1[*],*CC(C)(C)C1C(=O)N(c2c(CC)cccc2CC)C(=O)C1*,483.15,GREA,Polyimides,black,-0.9523809523809523,*CCCCCCCCCCCNOCCCCCCCO*,supported,
1089,[*]CC(C)(C)C1C(=O)N(c2ccccc2C)C(=O)C1[*],*CC(C)(C)C1C(=O)N(c2ccccc2C)C(=O)C1*,480.15,GREA,Polyimides,black,-0.9444444444444444,*CCCCCCCCNOCCCCCCCO*,supported,
1091,[*]CC(C)(C)O[*],*CC(C)(C)O*,313.65,GREA,Polyoxides,black,-0.8,*CCCCO*,supported,
1092,[*]CC(C)(C)S[*],*CC(C)(C)S*,259.15,GREA,Polysulfides,black,-0.8,*CCCCS*,supported,
1096,[*]CC(CBr)O[*],*CC(CBr)O*,259.15,GREA,Polyoxides,black,-0.8,*BrCCCO*,supported,
1098,[*]CC(CC(Cl)(Cl)Cl)O[*],*CC(CC(Cl)(Cl)Cl)O*,237.15,GREA,Polyoxides,black,-0.875,*ClClClCCCCO*,supported,
1105,[*]CC(CC)O[*],*CC(CC)O*,201.65,GREA,Polyoxides,black,-0.8,*CCCCO*,supported,
1106,[*]CC(CC)S[*],*CC(CC)S*,226.15,GREA,Polysulfides,black,-0.8,*CCCCS*,supported,
1107,[*]CC(CCCC)O[*],*CC(CCCC)O*,204.15,GREA,Polyoxides,black,-0.8571428571428571,*CCCCCCO*,supported,
1108,[*]CC(CCCCCC)O[*],*CC(CCCCCC)O*,206.15,GREA,Polyoxides,black,-0.8888888888888888,*CCCCCCCCO*,supported,
1109,[*]CC(CCCCCCCCCC)O[*],*CC(CCCCCCCCCC)O*,232.15,GREA,Polyoxides,black,-0.9230769230769231,*CCCCCCCCCCCCO*,supported,
1112,[*]CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O[*],*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,360.65,GREA,Polyoxides,black,-0.9375,*CCCCCCCCOCNCCCOO*,supported,
1113,[*]CC(COC(=O)CCCCCCCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O[*],*CC(COC(=O)CCCCCCCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O*,242.15,GREA,Polyoxides,black,-0.9655172413793104,*CCCCCCCCCCNCOCCCCCCCCOOCCCOCO*,supported,
1114,[*]CC(COC(=O)CCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O[*],*CC(COC(=O)CCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O*,274.15,GREA,Polyoxides,black,-0.9583333333333334,*CCCCCCCCOCNCCCCCOCOCCCOO*,supported,
1115,[*]CC(COC(=O)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1)O[*],*CC(COC(=O)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1)O*,335.65,GREA,Polyoxides,black,-0.96,*CCCCCCCCOCCOCCCOCOCCCCNCO*,supported,
1116,[*]CC(COC(C)(C)C)O[*],*CC(COC(C)(C)C)O*,249.15,GREA,Polyoxides,black,-0.8888888888888888,*CCCCOCCCO*,supported,
1117,[*]CC(COC(C)C)O[*],*CC(COC(C)C)O*,206.15,GREA,Polyoxides,black,-0.75,*CCCO*,supported,
1118,[*]CC(COC(F)(C(F)(F)F)C(F)(F)F)O[*],*CC(COC(F)(C(F)(F)F)C(F)(F)F)O*,230.15,GREA,Polyoxides,black,-0.9333333333333333,*CCCOCFCFFFCFFFO*,supported,
1119,[*]CC(COCC)O[*],*CC(COCC)O*,212.15,GREA,Polyoxides,black,-0.8571428571428571,*CCCOCCO*,supported,
1120,[*]CC(COCC=C)S[*],*CC(COCC=C)S*,214.15,GREA,Polysulfides,black,-0.875,*CCCOCCCS*,supported,
1121,[*]CC(COCCCC)O[*],*CC(COCCCC)O*,194.15,GREA,Polyoxides,black,-0.8888888888888888,*CCCCOCCCO*,supported,
1122,[*]CC(COCCCCCC)O[*],*CC(COCCCCCC)O*,187.65,GREA,Polyoxides,black,-0.9090909090909091,*CCCCCCOCCCO*,supported,
1123,[*]CC(COCCOCCOC)O[*],*CC(COCCOCCOC)O*,216.15,GREA,Polyoxides,black,-0.9166666666666666,*CCCOCCOCCOCO*,supported,
1124,[*]CC(COCOCC(C)([N+](=O)[O-])[N+](=O)[O-])O[*],*CC(COCOCC(C)([N+](=O)[O-])[N+](=O)[O-])O*,258.15,GREA,Polyoxides,black,-0.9375,*CCCNOONOOOCCCOCO*,supported,
1125,[*]CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O[*],*CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O*,367.3,GREA,Polyoxides,black,-0.9473684210526315,*CCCCCCCCCNCCCCOCCCO*,supported,
1126,[*]CC(COc1ccc(-c2ccc(OC)cc2)cc1)O[*],*CC(COc1ccc(-c2ccc(OC)cc2)cc1)O*,384.15,GREA,Polyoxides,black,-0.9473684210526315,*CCCCCCCCOCCCCCOCCCO*,supported,
1128,[*]CC(COc1ccccc1)O[*],*CC(COc1ccccc1)O*,315.15,GREA,Polyoxides,black,-0.9090909090909091,*CCCCCCOCCCO*,supported,
1129,[*]CC(CS(=O)(=O)C(C)C)O[*],*CC(CS(=O)(=O)C(C)C)O*,337.15,GREA,Polyoxides,black,-0.9,*CCCOCCCOOS*,supported,
1130,[*]CC(CS(=O)(=O)CC)O[*],*CC(CS(=O)(=O)CC)O*,330.15,GREA,Polyoxides,black,-0.8888888888888888,*CCCOCCOOS*,supported,
1131,[*]CC(CS(=O)(=O)CCC)O[*],*CC(CS(=O)(=O)CCC)O*,316.15,GREA,Polyoxides,black,-0.9,*CCCOCCCOOS*,supported,
1132,[*]CC(CS(=O)(=O)CCCC)O[*],*CC(CS(=O)(=O)CCCC)O*,310.15,GREA,Polyoxides,black,-0.9090909090909091,*CCCCOCCCSOO*,supported,
1133,[*]CC(CS(=O)(=O)CCCCC)O[*],*CC(CS(=O)(=O)CCCCC)O*,312.15,GREA,Polyoxides,black,-0.9166666666666666,*CCCCCOCCCSOO*,supported,
1134,[*]CC(CS(C)(=O)=O)O[*],*CC(CS(C)(=O)=O)O*,358.15,GREA,Polyoxides,black,-0.875,*CCCOOOCS*,supported,
1135,[*]CC(CSC(C)C)O[*],*CC(CSC(C)C)O*,229.15,GREA,Polyoxides,black,-0.875,*CCCOCCCS*,supported,
1136,[*]CC(CSC)O[*],*CC(CSC)O*,236.15,GREA,Polyoxides,black,-0.8333333333333334,*CCCOCS*,supported,
1137,[*]CC(CSCC)O[*],*CC(CSCC)O*,216.15,GREA,Polyoxides,black,-0.8571428571428571,*CCCOCCS*,supported,
1138,[*]CC(CSCCC)O[*],*CC(CSCCC)O*,212.15,GREA,Polyoxides,black,-0.875,*CCCOCCCS*,supported,
1139,[*]CC(CSCCCC)O[*],*CC(CSCCCC)O*,208.15,GREA,Polyoxides,black,-0.8888888888888888,*CCCCOCCCS*,supported,
1140,[*]CC(CSCCCCC)O[*],*CC(CSCCCCC)O*,205.15,GREA,Polyoxides,black,-0.9,*CCCCCOCCCS*,supported,
1141,[*]CC(C[N-][N+]#N)O[*],*CC(C[N-][N+]#N)O*,238.15,GREA,Polyoxides,black,-0.8571428571428571,*CCCNNNO*,supported,
1147,[*]CC(F)(F)C1(F)CC(C(O)(C(F)(F)F)C(F)(F)F)CC1[*],*CC(F)(F)C1(F)CC(C(O)(C(F)(F)F)C(F)(F)F)CC1*,391.15,GREA,Polyhalo-olefins,black,-0.95,*CCCCFFCFCCCOCFFFCFFF*,supported,
1148,[*]CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],*CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1*,371.15,GREA,Polyhalo-olefins,black,-0.9523809523809523,*CCCCFCFFCCCCFFFCFFFCO*,supported,
2058,[*]CC(c1ccccc1)C1C(=O)N(C(C)(C)C)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(C(C)(C)C)C(=O)C1*,451.15,GREA,Polyimides,black,-0.9473684210526315,*CCCCCCCCCCCOCCCCCNO*,supported,
2059,[*]CC(c1ccccc1)C1C(=O)N(C)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(C)C(=O)C1*,478.15,GREA,Polyimides,black,-0.9375,*CCCCCCCCCCCOCCNO*,supported,
2060,[*]CC(c1ccccc1)C1C(=O)N(CCCCCCCCCCCC)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(CCCCCCCCCCCC)C(=O)C1*,343.15,GREA,Polyimides,black,-0.9629629629629629,*CCCCCCCCCCCCCNOCCCCCCCCCCCO*,supported,
2061,[*]CC(c1ccccc1)C1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,386.15,GREA,Polyimides,black,-0.9772727272727273,*CCCCCCCCCCCOCFFFCFFCFFCFFCFFCFFCFFCOCNCCCCNO*,supported,
2062,[*]CC(c1ccccc1)C1C(=O)N(CCCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)c(C)c2)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(CCCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)c(C)c2)C(=O)C1*,410.15,GREA,Polyimides,black,-0.9743589743589743,*CCCCCCCCCCCOCCCCCCOONCCCCNNCCCCCCNCCCNO*,supported,
2063,[*]CC(c1ccccc1)C1C(=O)N(CCCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3Cl)c(C)c2)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(CCCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3Cl)c(C)c2)C(=O)C1*,422.15,GREA,Polyimides,black,-0.975,*ClCCCCOCCCCCCCCCCCONCCCNCCCCCCNNCCCCNOOCC*,supported,
2064,[*]CC(c1ccccc1)C1C(=O)N(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,403.15,GREA,Polyimides,black,-0.9696969696969697,*CCCCCCCCCCCOCCCCCNCCCCCCCCCOCCCNO*,supported,
2065,[*]CC(c1ccccc1)C1C(=O)N(CCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(CCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)C(=O)C1*,445.15,GREA,Polyimides,black,-0.972972972972973,*CCCCCCCCCCCOCCCCCOONCCCCNNCCCCCCNCCNO*,supported,
2066,[*]CC(c1ccccc1)C1C(=O)N(c2ccc(C(C)(C)C)cc2)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(c2ccc(C(C)(C)C)cc2)C(=O)C1*,510.15,GREA,Polyimides,black,-0.96,*CCCCCCCCCCCNOCCCCCCCCCCCO*,supported,
2067,[*]CC(c1ccccc1)C1C(=O)N(c2ccc(NC(=O)OCC3CCCN3c3ccc([N+](=O)[O-])cc3)cc2)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(c2ccc(NC(=O)OCC3CCCN3c3ccc([N+](=O)[O-])cc3)cc2)C(=O)C1*,481.15,GREA,Polyimides,black,-0.975,*CCCCCCCCCCCOCCCCCOONCCCCNCCCCCOOCNCCCCNO*,supported,
2068,[*]CC(c1ccccc1)C1C(=O)N(c2ccc(Oc3ccccc3)cc2)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(c2ccc(Oc3ccccc3)cc2)C(=O)C1*,467.15,GREA,Polyimides,black,-0.9642857142857143,*CCCCCCCCCCCOCCCCCCCCCOCCCCNO*,supported,
2069,[*]CC(c1ccccc1)C1C(=O)N(c2ccccc2)C(=O)C1[*],*CC(c1ccccc1)C1C(=O)N(c2ccccc2)C(=O)C1*,494.15,GREA,Polyimides,black,-0.9523809523809523,*CCCCCCCCCCCOCCCCCCCNO*,supported,
2172,[*]CCC1C(=O)N(C)C(=O)C1[*],*CCC1C(=O)N(C)C(=O)C1*,414.35,GREA,Polyimides,black,-0.9,*CCCCCOCCNO*,supported,
2173,[*]CCC1C(=O)N(CC)C(=O)C1[*],*CCC1C(=O)N(CC)C(=O)C1*,382.35,GREA,Polyimides,black,-0.9090909090909091,*CCCCCOCCCNO*,supported,
2174,[*]CCC1C(=O)N(CCC)C(=O)C1[*],*CCC1C(=O)N(CCC)C(=O)C1*,363.55,GREA,Polyimides,black,-0.9166666666666666,*CCCCCOCCCCNO*,supported,
2175,[*]CCC1C(=O)N(CCCC)C(=O)C1[*],*CCC1C(=O)N(CCCC)C(=O)C1*,341.05,GREA,Polyimides,black,-0.9230769230769231,*CCCCCNOCCCCCO*,supported,
